iter	MAPE
0	0.003631793683
1	0.003615150681
2	0.003601212338
3	0.003587457441
4	0.003575004808
5	0.003564886485
6	0.003554008235
7	0.003546001216
8	0.003536887542
9	0.00352818457
10	0.00352048275
11	0.003513810109
12	0.003504870975
13	0.003499030496
14	0.003490987882
15	0.003485776019
16	0.003479537892
17	0.003474767733
18	0.003469070593
19	0.003465554899
20	0.003461000242
21	0.003457021258
22	0.003452925656
23	0.0034503355
24	0.003448141013
25	0.003445664592
26	0.00344365985
27	0.003438038444
28	0.003435625794
29	0.003432368774
30	0.003430287053
31	0.003427614966
32	0.003425528467
33	0.003423090195
34	0.003418551986
35	0.003416184606
36	0.003414707013
37	0.003410992471
38	0.00340918154
39	0.003405156509
40	0.003401892373
41	0.00339840144
42	0.003395795726
43	0.003393170604
44	0.003390347705
45	0.003388036379
46	0.00338595911
47	0.003383649471
48	0.003381951435
49	0.003380246806
50	0.003378394502
51	0.003376854757
52	0.003375001603
53	0.003373101858
54	0.003371889553
55	0.003371209122
56	0.003370321338
57	0.003368423826
58	0.003366669763
59	0.003365689452
60	0.0033643149
61	0.003362926564
62	0.003361839451
63	0.003361120062
64	0.003359963005
65	0.003359215594
66	0.003358343977
67	0.0033578809
68	0.003356610103
69	0.003355850828
70	0.003355042625
71	0.003353998563
72	0.003353299013
73	0.003352378805
74	0.003351623139
75	0.003351106181
76	0.00335021754
77	0.003349436651
78	0.003348612634
79	0.003347461049
80	0.003346856768
81	0.00334623838
82	0.003345300717
83	0.003344262919
84	0.003343866086
85	0.003343020695
86	0.003341797814
87	0.003341116025
88	0.003340503339
89	0.003340213373
90	0.003339666055
91	0.003339389373
92	0.003338379141
93	0.003337841477
94	0.003336819189
95	0.00333629844
96	0.003335730879
97	0.00333503752
98	0.00333432122
99	0.003333734479
100	0.003333424724
101	0.003332982574
102	0.003332240233
103	0.003331586083
104	0.003330915579
105	0.003330432957
106	0.003329729521
107	0.003328922472
108	0.003328238426
109	0.003327647666
110	0.003327169154
111	0.003325884139
112	0.003325444034
113	0.003325188191
114	0.003324045341
115	0.00332376052
116	0.003323356364
117	0.003322859786
118	0.003322534264
119	0.003321728676
120	0.003320853243
121	0.003319979867
122	0.003319609791
123	0.003319236022
124	0.00331855101
125	0.003317617658
126	0.003316467583
127	0.003316131306
128	0.003315680462
129	0.003315180447
130	0.003314926533
131	0.003314634579
132	0.003313842193
133	0.003313411359
134	0.003312559056
135	0.003312301241
136	0.003312172142
137	0.00331178203
138	0.003311394599
139	0.003311067431
140	0.003310550001
141	0.003310254547
142	0.003309002635
143	0.00330838645
144	0.003307267667
145	0.00330705484
146	0.003306205305
147	0.003305919329
148	0.003305356681
149	0.003304968403
150	0.003304488758
151	0.003303827823
152	0.003302617236
153	0.003302141004
154	0.003301851503
155	0.003301231314
156	0.003300960022
157	0.003300172065
158	0.003299555799
159	0.003298878256
160	0.003297662069
161	0.003297266666
162	0.0032965624
163	0.003296207091
164	0.00329528555
165	0.003294987567
166	0.00329430366
167	0.003293471969
168	0.003292536292
169	0.003291831389
170	0.003291449438
171	0.00329077413
172	0.00329040314
173	0.003290288311
174	0.003289399128
175	0.003288843557
176	0.003288038525
177	0.003287457705
178	0.003286819539
179	0.003286442252
180	0.003285879317
181	0.003285467268
182	0.003284564616
183	0.003283747597
184	0.003282627154
185	0.003282098185
186	0.003281191884
187	0.003280446205
188	0.003279927121
189	0.003279292536
190	0.003278860148
191	0.003278180626
192	0.003277771911
193	0.003277251609
194	0.003276641842
195	0.003276224955
196	0.003275540711
197	0.003274809845
198	0.003274331791
199	0.003273528971
200	0.003272726438
201	0.003272561719
202	0.003272188726
203	0.003271792592
204	0.003271125973
205	0.003270637816
206	0.003269968572
207	0.003269406043
208	0.003269156052
209	0.003268681038
210	0.003268014023
211	0.003267525623
212	0.003267078763
213	0.003266532627
214	0.003266176982
215	0.003265594197
216	0.003265166204
217	0.0032647845
218	0.003264356379
219	0.003263915199
220	0.003263356667
221	0.003262876489
222	0.003262357008
223	0.003261763935
224	0.003261399119
225	0.003261156499
226	0.003260847979
227	0.003260347521
228	0.003259949054
229	0.003259285008
230	0.003258541499
231	0.00325793844
232	0.003257435721
233	0.003257186179
234	0.003256761757
235	0.003256184593
236	0.003255694113
237	0.003255253023
238	0.003254847571
239	0.003254384538
240	0.003253867486
241	0.003253384294
242	0.003253101286
243	0.003252641783
244	0.00325246378
245	0.003252063368
246	0.003251765984
247	0.00325138788
248	0.003251086713
249	0.003250610722
250	0.003250009749
251	0.003249431566
252	0.003249187378
253	0.003248653816
254	0.003247771547
255	0.003247285774
256	0.003246854502
257	0.003246489982
258	0.003246369877
259	0.003245553004
260	0.003245053545
261	0.003244759148
262	0.003244446111
263	0.003244105777
264	0.003243516988
265	0.003243106826
266	0.003242600512
267	0.003242338156
268	0.003241988711
269	0.003241614804
270	0.003241116144
271	0.003240809607
272	0.003240584847
273	0.003240248057
274	0.00323995182
275	0.003239345607
276	0.003239210648
277	0.003238661805
278	0.003238520818
279	0.003238256796
280	0.003238029473
281	0.003237781005
282	0.003236983873
283	0.003236532026
284	0.003236297018
285	0.003235928508
286	0.003235285799
287	0.003235056952
288	0.003234474578
289	0.003234271935
290	0.003234004663
291	0.003233747836
292	0.003233174051
293	0.003232525534
294	0.003232370053
295	0.00323218185
296	0.003231846296
297	0.003231617147
298	0.003231409819
299	0.00323127671
300	0.003230804531
301	0.003230283797
302	0.003229978992
303	0.003229663992
304	0.003229245955
305	0.003228844107
306	0.003228471857
307	0.003227937567
308	0.003227466088
309	0.003227039637
310	0.003226797374
311	0.00322648355
312	0.00322621675
313	0.003225967853
314	0.003225691912
315	0.003225556851
316	0.003225396347
317	0.003225063245
318	0.003224852361
319	0.003224278841
320	0.003223948195
321	0.003223450659
322	0.003223005035
323	0.003222504826
324	0.003222340469
325	0.003221857305
326	0.003221476925
327	0.003221403111
328	0.003221126957
329	0.003220976082
330	0.003220820657
331	0.003220707371
332	0.003220399716
333	0.003219921413
334	0.003219801836
335	0.003219706751
336	0.003219386072
337	0.003218856285
338	0.003218583095
339	0.003218434308
340	0.003218208616
341	0.003217967801
342	0.003217767301
343	0.003217334971
344	0.003217188613
345	0.003216764773
346	0.00321648199
347	0.003216192885
348	0.00321563787
349	0.003215320851
350	0.003215054482
351	0.003214752416
352	0.003214450109
353	0.003214315374
354	0.003213979553
355	0.003213660762
356	0.003213088609
357	0.003212790378
358	0.003212472563
359	0.003212022573
360	0.003211810303
361	0.003211648559
362	0.003211376027
363	0.003211017518
364	0.003210740171
365	0.003210297592
366	0.00321001591
367	0.003209794243
368	0.003209531026
369	0.003209161477
370	0.003209021993
371	0.003208711863
372	0.00320821308
373	0.003208182175
374	0.003207868818
375	0.003207707439
376	0.003207585909
377	0.003207497463
378	0.003207247385
379	0.003206845889
380	0.003206339646
381	0.003205928131
382	0.003205635845
383	0.003205308149
384	0.003205039258
385	0.003204846346
386	0.00320454277
387	0.003204265011
388	0.003204148276
389	0.003203901842
390	0.003203688642
391	0.003203358271
392	0.003202901853
393	0.003202779763
394	0.003202596895
395	0.003202307964
396	0.003202124996
397	0.00320188721
398	0.003201489327
399	0.003201310185
400	0.003200966861
401	0.003200611503
402	0.003200480079
403	0.003200226333
404	0.00319985751
405	0.003199632204
406	0.003199444744
407	0.003199333722
408	0.003198994506
409	0.003198910261
410	0.003198361215
411	0.003198021123
412	0.003197751612
413	0.003197388912
414	0.003196866453
415	0.003196515028
